,Date,Open,High,Low,Close
422,10/13/2014,1905.65,1912.09,1874.14,1874.74
423,10/14/2014,1877.11,1898.71,1871.79,1877.70
424,10/15/2014,1874.18,1874.18,1820.66,1862.49
425,10/16/2014,1855.95,1876.01,1835.02,1862.76
426,10/17/2014,1864.91,1898.16,1864.91,1886.76
427,10/20/2014,1885.62,1905.03,1882.30,1904.01
428,10/21/2014,1909.38,1942.45,1909.38,1941.28
429,10/22/2014,1941.29,1949.31,1926.83,1927.11
430,10/23/2014,1931.02,1961.95,1931.02,1950.82
431,10/24/2014,1951.59,1965.27,1946.27,1964.58
432,10/27/2014,1962.97,1964.64,1951.37,1961.63
433,10/28/2014,1964.14,1985.05,1964.14,1985.05
434,10/29/2014,1983.29,1991.40,1969.04,1982.30
435,10/30/2014,1979.49,1999.40,1974.75,1994.65
436,10/31/2014,2001.20,2018.19,2001.20,2018.05
437,11/03/2014,2018.21,2024.46,2013.68,2017.81
438,11/04/2014,2015.81,2015.98,2001.01,2012.10
439,11/05/2014,2015.29,2023.77,2014.42,2023.57
440,11/06/2014,2023.33,2031.61,2015.86,2031.21
441,11/07/2014,2032.36,2034.26,2025.07,2031.92
442,11/10/2014,2032.01,2038.70,2030.17,2038.26
443,11/11/2014,2038.20,2041.28,2035.28,2039.68
444,11/12/2014,2037.75,2040.33,2031.95,2038.25
445,11/13/2014,2039.21,2046.18,2030.44,2039.33
446,11/14/2014,2039.74,2042.22,2035.20,2039.82
447,11/17/2014,2038.29,2043.07,2034.46,2041.32
448,11/18/2014,2041.48,2056.08,2041.48,2051.80
449,11/19/2014,2051.16,2052.14,2040.37,2048.72
450,11/20/2014,2045.87,2053.84,2040.49,2052.75
451,11/21/2014,2057.46,2071.46,2056.75,2063.50
452,11/24/2014,2065.07,2070.17,2065.07,2069.41
453,11/25/2014,2070.15,2074.21,2064.75,2067.03
454,11/26/2014,2067.36,2073.29,2066.62,2072.83
455,11/28/2014,2074.78,2075.76,2065.06,2067.56
456,12/01/2014,2065.78,2065.78,2049.57,2053.44
457,12/02/2014,2053.77,2068.77,2053.77,2066.55
458,12/03/2014,2067.45,2076.28,2066.65,2074.33
459,12/04/2014,2073.64,2077.34,2062.34,2071.92
460,12/05/2014,2072.78,2079.47,2070.81,2075.37
461,12/08/2014,2074.84,2075.78,2054.27,2060.31
462,12/09/2014,2056.55,2060.60,2034.17,2059.82
463,12/10/2014,2058.86,2058.86,2024.26,2026.14
464,12/11/2014,2027.92,2055.53,2027.92,2035.33
465,12/12/2014,2030.36,2032.25,2002.33,2002.33
466,12/15/2014,2005.03,2018.69,1982.26,1989.63
467,12/16/2014,1986.71,2016.89,1972.56,1972.74
468,12/17/2014,1973.77,2016.75,1973.77,2012.89
469,12/18/2014,2018.98,2061.23,2018.98,2061.23
470,12/19/2014,2061.04,2077.85,2061.03,2070.65
471,12/22/2014,2069.28,2078.76,2069.28,2078.54
472,12/23/2014,2081.48,2086.73,2079.77,2082.17
473,12/24/2014,2083.25,2087.56,2081.86,2081.88
474,12/26/2014,2084.30,2092.70,2084.30,2088.77
475,12/29/2014,2087.63,2093.55,2085.75,2090.57
476,12/30/2014,2088.49,2088.49,2079.53,2080.35
477,12/31/2014,2082.11,2085.58,2057.94,2058.90
478,01/02/2015,2058.90,2072.36,2046.04,2058.20
479,01/05/2015,2054.44,2054.44,2017.34,2020.58
480,01/06/2015,2022.15,2030.25,1992.44,2002.61
481,01/07/2015,2005.55,2029.61,2005.55,2025.90
482,01/08/2015,2030.61,2064.08,2030.61,2062.14
483,01/09/2015,2063.45,2064.43,2038.33,2044.81
484,01/12/2015,2046.13,2049.30,2022.58,2028.26
485,01/13/2015,2031.58,2056.93,2008.25,2023.03
486,01/14/2015,2018.40,2018.40,1988.44,2011.27
487,01/15/2015,2013.75,2021.35,1991.47,1992.67
488,01/16/2015,1992.25,2020.46,1988.12,2019.42
489,01/20/2015,2020.76,2028.94,2004.49,2022.55
490,01/21/2015,2020.19,2038.29,2012.04,2032.12
491,01/22/2015,2034.30,2064.62,2026.38,2063.15
492,01/23/2015,2062.98,2062.98,2050.54,2051.82
493,01/26/2015,2050.42,2057.62,2040.97,2057.09
494,01/27/2015,2047.86,2047.86,2019.91,2029.55
495,01/28/2015,2032.34,2042.49,2001.49,2002.16
496,01/29/2015,2002.45,2024.64,1989.18,2021.25
497,01/30/2015,2019.35,2023.32,1993.38,1994.99
498,02/02/2015,1996.67,2021.66,1980.90,2020.85
499,02/03/2015,2022.71,2050.30,2022.71,2050.03
500,02/04/2015,2048.86,2054.74,2036.72,2041.51
501,02/05/2015,2043.45,2063.55,2043.45,2062.52
502,02/06/2015,2062.28,2072.40,2049.97,2055.47
503,02/09/2015,2053.47,2056.16,2041.88,2046.74
504,02/10/2015,2049.38,2070.86,2048.62,2068.59
505,02/11/2015,2068.55,2073.48,2057.99,2068.53
506,02/12/2015,2069.98,2088.53,2069.98,2088.48
507,02/13/2015,2088.78,2097.03,2086.70,2096.99
508,02/17/2015,2096.47,2101.30,2089.80,2100.34
509,02/18/2015,2099.16,2100.23,2092.15,2099.68
510,02/19/2015,2099.25,2102.13,2090.79,2097.45
511,02/20/2015,2097.65,2110.61,2085.44,2110.30
512,02/23/2015,2109.83,2110.05,2103.00,2109.66
513,02/24/2015,2109.10,2117.94,2105.87,2115.48
514,02/25/2015,2115.30,2119.59,2109.89,2113.86
515,02/26/2015,2113.91,2113.91,2103.76,2110.74
516,02/27/2015,2110.88,2112.74,2103.75,2104.50
517,03/02/2015,2105.23,2117.52,2104.50,2117.39
518,03/03/2015,2115.76,2115.76,2098.26,2107.78
519,03/04/2015,2107.72,2107.72,2087.62,2098.53
520,03/05/2015,2098.54,2104.25,2095.22,2101.04
521,03/06/2015,2100.91,2100.91,2067.27,2071.26
522,03/09/2015,2072.25,2083.49,2072.21,2079.43
523,03/10/2015,2076.14,2076.14,2044.16,2044.16
524,03/11/2015,2044.69,2050.08,2039.69,2040.24
525,03/12/2015,2041.10,2066.41,2041.10,2065.95
526,03/13/2015,2064.56,2064.56,2041.17,2053.40
527,03/16/2015,2055.35,2081.41,2055.35,2081.19
528,03/17/2015,2080.59,2080.59,2065.08,2074.28
529,03/18/2015,2072.84,2106.85,2061.23,2099.50
530,03/19/2015,2098.69,2098.69,2085.56,2089.27
531,03/20/2015,2090.32,2113.92,2090.32,2108.10
532,03/23/2015,2107.99,2114.86,2104.42,2104.42
533,03/24/2015,2103.94,2107.63,2091.50,2091.50
534,03/25/2015,2093.10,2097.43,2061.05,2061.05
535,03/26/2015,2059.94,2067.15,2045.50,2056.15
536,03/27/2015,2055.78,2062.83,2052.96,2061.02
537,03/30/2015,2064.11,2088.97,2064.11,2086.24
538,03/31/2015,2084.05,2084.05,2067.04,2067.89
539,04/01/2015,2067.63,2067.63,2048.38,2059.69
540,04/02/2015,2060.03,2072.17,2057.32,2066.96
541,04/06/2015,2064.87,2086.99,2056.52,2080.62
542,04/07/2015,2080.79,2089.81,2076.10,2076.33
543,04/08/2015,2076.94,2086.69,2073.30,2081.90
544,04/09/2015,2081.29,2093.31,2074.29,2091.18
545,04/10/2015,2091.51,2102.61,2091.51,2102.06
546,04/13/2015,2102.03,2107.65,2092.33,2092.43
547,04/14/2015,2092.28,2098.62,2083.24,2095.84
548,04/15/2015,2097.82,2111.91,2097.82,2106.63
549,04/16/2015,2105.96,2111.30,2100.02,2104.99
550,04/17/2015,2102.58,2102.58,2072.37,2081.18
551,04/20/2015,2084.11,2103.94,2084.11,2100.40
552,04/21/2015,2102.82,2109.64,2094.38,2097.29
553,04/22/2015,2098.27,2109.98,2091.05,2107.96
554,04/23/2015,2107.21,2120.49,2103.19,2112.93
555,04/24/2015,2112.80,2120.92,2112.80,2117.69
556,04/27/2015,2119.29,2125.92,2107.04,2108.92
557,04/28/2015,2108.35,2116.09,2094.89,2114.76
558,04/29/2015,2112.49,2113.65,2097.41,2106.85
559,04/30/2015,2105.52,2105.52,2077.59,2085.51
560,05/01/2015,2087.38,2108.41,2087.38,2108.29
561,05/04/2015,2110.23,2120.95,2110.23,2114.49
562,05/05/2015,2112.63,2115.24,2088.46,2089.46
563,05/06/2015,2091.26,2098.42,2067.93,2080.15
564,05/07/2015,2079.96,2092.90,2074.99,2088.00
565,05/08/2015,2092.13,2117.66,2092.13,2116.10
566,05/11/2015,2115.56,2117.69,2104.58,2105.33
567,05/12/2015,2102.87,2105.06,2085.57,2099.12
568,05/13/2015,2099.62,2110.19,2096.04,2098.48
569,05/14/2015,2100.43,2121.45,2100.43,2121.10
570,05/15/2015,2122.07,2123.89,2116.79,2122.73
571,05/18/2015,2121.30,2131.78,2120.01,2129.20
572,05/19/2015,2129.45,2133.02,2124.50,2127.83
573,05/20/2015,2127.79,2134.72,2122.59,2125.85
574,05/21/2015,2125.55,2134.28,2122.95,2130.82
575,05/22/2015,2130.36,2132.15,2126.06,2126.06
576,05/26/2015,2125.34,2125.34,2099.18,2104.20
577,05/27/2015,2105.13,2126.22,2105.13,2123.48
578,05/28/2015,2122.27,2122.27,2112.86,2120.79
579,05/29/2015,2120.66,2120.66,2104.89,2107.39
580,06/01/2015,2108.64,2119.15,2102.54,2111.73
581,06/02/2015,2110.41,2117.59,2099.14,2109.60
582,06/03/2015,2110.64,2121.92,2109.61,2114.07
583,06/04/2015,2112.35,2112.89,2093.23,2095.84
584,06/05/2015,2095.09,2100.99,2085.67,2092.83
585,06/08/2015,2092.34,2093.01,2079.11,2079.28
586,06/09/2015,2079.07,2085.62,2072.14,2080.15
587,06/10/2015,2081.12,2108.50,2081.12,2105.20
588,06/11/2015,2106.24,2115.02,2106.24,2108.86
589,06/12/2015,2107.43,2107.43,2091.33,2094.11
590,06/15/2015,2091.34,2091.34,2072.49,2084.43
591,06/16/2015,2084.26,2097.40,2082.10,2096.29
592,06/17/2015,2097.40,2106.79,2088.86,2100.44
593,06/18/2015,2101.58,2126.65,2101.58,2121.24
594,06/19/2015,2121.06,2121.64,2109.45,2109.99
595,06/22/2015,2112.50,2129.87,2112.50,2122.85
596,06/23/2015,2123.16,2128.03,2119.89,2124.20
597,06/24/2015,2123.65,2125.10,2108.58,2108.58
598,06/25/2015,2109.96,2116.04,2101.78,2102.31
599,06/26/2015,2102.62,2108.92,2095.38,2101.49
600,06/29/2015,2098.63,2098.63,2056.64,2057.64
601,06/30/2015,2061.19,2074.28,2056.32,2063.11
602,07/01/2015,2067.00,2082.78,2067.00,2077.42
603,07/02/2015,2078.03,2085.06,2071.02,2076.78
604,07/06/2015,2073.95,2078.61,2058.40,2068.76
605,07/07/2015,2069.52,2083.74,2044.02,2081.34
606,07/08/2015,2077.66,2077.66,2044.66,2046.68
607,07/09/2015,2049.73,2074.28,2049.73,2051.31
608,07/10/2015,2052.74,2081.31,2052.74,2076.62
609,07/13/2015,2080.03,2100.67,2080.03,2099.60
610,07/14/2015,2099.72,2111.98,2098.18,2108.95
611,07/15/2015,2109.01,2114.14,2102.49,2107.40
612,07/16/2015,2110.55,2124.42,2110.55,2124.29
613,07/17/2015,2126.80,2128.91,2119.88,2126.64
614,07/20/2015,2126.85,2132.82,2123.65,2128.28
615,07/21/2015,2127.55,2128.49,2115.40,2119.21
616,07/22/2015,2118.21,2118.51,2110.00,2114.15
617,07/23/2015,2114.16,2116.87,2098.63,2102.15
618,07/24/2015,2102.24,2106.01,2077.09,2079.65
619,07/27/2015,2078.19,2078.19,2063.52,2067.64
620,07/28/2015,2070.75,2095.60,2069.09,2093.25
621,07/29/2015,2094.70,2110.60,2094.08,2108.57
622,07/30/2015,2106.78,2110.48,2094.97,2108.63
623,07/31/2015,2111.60,2114.24,2102.07,2103.84
624,08/03/2015,2104.49,2105.70,2087.31,2098.04
625,08/04/2015,2097.68,2102.51,2088.60,2093.32
626,08/05/2015,2095.27,2112.66,2095.27,2099.84
627,08/06/2015,2100.75,2103.32,2075.53,2083.56
628,08/07/2015,2082.61,2082.61,2067.91,2077.57
629,08/10/2015,2080.98,2105.35,2080.98,2104.18
630,08/11/2015,2102.66,2102.66,2076.49,2084.07
631,08/12/2015,2081.10,2089.06,2052.09,2086.05
632,08/13/2015,2086.19,2092.93,2078.26,2083.39
633,08/14/2015,2083.15,2092.45,2080.61,2091.54
634,08/17/2015,2089.70,2102.87,2079.30,2102.44
635,08/18/2015,2101.99,2103.47,2094.14,2096.92
636,08/19/2015,2095.69,2096.17,2070.53,2079.61
637,08/20/2015,2076.61,2076.61,2035.73,2035.73
638,08/21/2015,2034.08,2034.08,1970.89,1970.89
639,08/24/2015,1965.15,1965.15,1867.01,1893.21
640,08/25/2015,1898.08,1948.04,1867.08,1867.61
641,08/26/2015,1872.75,1943.09,1872.75,1940.51
642,08/27/2015,1942.77,1989.60,1942.77,1987.66
643,08/28/2015,1986.06,1993.48,1975.19,1988.87
644,08/31/2015,1986.73,1986.73,1965.98,1972.18
645,09/01/2015,1970.09,1970.09,1903.07,1913.85
646,09/02/2015,1916.52,1948.91,1916.52,1948.86
647,09/03/2015,1950.79,1975.01,1944.72,1951.13
648,09/04/2015,1947.76,1947.76,1911.21,1921.22
649,09/08/2015,1927.30,1970.42,1927.30,1969.41
650,09/09/2015,1971.45,1988.63,1937.88,1942.04
651,09/10/2015,1941.59,1965.29,1937.19,1952.29
652,09/11/2015,1951.45,1961.05,1939.19,1961.05
653,09/14/2015,1963.06,1963.06,1948.27,1953.03
654,09/15/2015,1955.10,1983.19,1954.30,1978.09
655,09/16/2015,1978.02,1997.26,1977.93,1995.31
656,09/17/2015,1995.33,2020.86,1986.73,1990.20
657,09/18/2015,1989.66,1989.66,1953.45,1958.03
658,09/21/2015,1960.84,1979.64,1955.80,1966.97
659,09/22/2015,1961.39,1961.39,1929.22,1942.74
660,09/23/2015,1943.24,1949.52,1932.57,1938.76
661,09/24/2015,1934.81,1937.17,1908.92,1932.24
662,09/25/2015,1935.93,1952.89,1921.50,1931.34
663,09/28/2015,1929.18,1929.18,1879.21,1881.77
664,09/29/2015,1881.90,1899.48,1871.91,1884.09
665,09/30/2015,1887.14,1920.53,1887.14,1920.03
666,10/01/2015,1919.65,1927.21,1900.70,1923.82
667,10/02/2015,1921.77,1951.36,1893.70,1951.36
668,10/05/2015,1954.33,1989.17,1954.33,1987.05
669,10/06/2015,1986.63,1991.62,1971.99,1979.92
670,10/07/2015,1982.34,1999.31,1976.44,1995.83
671,10/08/2015,1994.01,2016.50,1987.53,2013.43
672,10/09/2015,2013.73,2020.13,2007.61,2014.89
673,10/12/2015,2015.65,2018.66,2010.55,2017.46
674,10/13/2015,2015.00,2022.34,2001.78,2003.69
675,10/14/2015,2003.66,2009.56,1990.73,1994.24
676,10/15/2015,1996.47,2024.15,1996.47,2023.86
677,10/16/2015,2024.37,2033.54,2020.46,2033.11
678,10/19/2015,2031.73,2034.45,2022.31,2033.66
679,10/20/2015,2033.13,2039.12,2026.61,2030.77
680,10/21/2015,2033.47,2037.97,2017.22,2018.94
681,10/22/2015,2021.88,2055.20,2021.88,2052.51
682,10/23/2015,2058.19,2079.74,2058.19,2075.15
683,10/26/2015,2075.08,2075.14,2066.53,2071.18
684,10/27/2015,2068.75,2070.37,2058.84,2065.89
685,10/28/2015,2066.48,2090.35,2063.11,2090.35
686,10/29/2015,2088.35,2092.52,2082.63,2089.41
687,10/30/2015,2090.00,2094.32,2079.34,2079.36
688,11/02/2015,2080.76,2106.20,2080.76,2104.05
689,11/03/2015,2102.63,2116.48,2097.51,2109.79
690,11/04/2015,2110.60,2114.59,2096.98,2102.31
691,11/05/2015,2101.68,2108.78,2090.41,2099.93
692,11/06/2015,2098.60,2101.91,2083.74,2099.20
693,11/09/2015,2096.56,2096.56,2068.24,2078.58
694,11/10/2015,2077.19,2083.67,2069.91,2081.72
695,11/11/2015,2083.41,2086.94,2074.85,2075.00
696,11/12/2015,2072.29,2072.29,2045.66,2045.97
697,11/13/2015,2044.64,2044.64,2022.02,2023.04
698,11/16/2015,2022.08,2053.22,2019.39,2053.19
699,11/17/2015,2053.67,2066.69,2045.90,2050.44
700,11/18/2015,2051.99,2085.31,2051.99,2083.58
701,11/19/2015,2083.70,2086.74,2078.76,2081.24
702,11/20/2015,2082.82,2097.06,2082.82,2089.17
703,11/23/2015,2089.41,2095.61,2081.39,2086.59
704,11/24/2015,2084.42,2094.12,2070.29,2089.14
705,11/25/2015,2089.30,2093.00,2086.30,2088.87
706,11/27/2015,2088.82,2093.29,2084.13,2090.11
707,11/30/2015,2090.95,2093.81,2080.41,2080.41
708,12/01/2015,2082.93,2103.37,2082.93,2102.63
709,12/02/2015,2101.71,2104.27,2077.11,2079.51
710,12/03/2015,2080.71,2085.00,2042.35,2049.62
711,12/04/2015,2051.24,2093.84,2051.24,2091.69
712,12/07/2015,2090.42,2090.42,2066.78,2077.07
713,12/08/2015,2073.39,2073.85,2052.32,2063.59
714,12/09/2015,2061.17,2080.33,2036.53,2047.62
715,12/10/2015,2047.93,2067.65,2045.67,2052.23
716,12/11/2015,2047.27,2047.27,2008.80,2012.37
717,12/14/2015,2013.37,2022.92,1993.26,2021.94
718,12/15/2015,2025.55,2053.87,2025.55,2043.41
719,12/16/2015,2046.50,2076.72,2042.43,2073.07
720,12/17/2015,2073.76,2076.37,2041.66,2041.89
721,12/18/2015,2040.81,2040.81,2005.33,2005.55
722,12/21/2015,2010.27,2022.90,2005.93,2021.15
723,12/22/2015,2023.15,2042.74,2020.49,2038.97
724,12/23/2015,2042.20,2064.73,2042.20,2064.29
725,12/24/2015,2063.52,2067.36,2058.73,2060.99
726,12/28/2015,2057.77,2057.77,2044.20,2056.50
727,12/29/2015,2060.54,2081.56,2060.54,2078.36
728,12/30/2015,2077.34,2077.34,2061.97,2063.36
729,12/31/2015,2060.59,2062.54,2043.62,2043.94
730,01/04/2016,2038.20,2038.20,1989.68,2012.66
731,01/05/2016,2013.78,2021.94,2004.17,2016.71
732,01/06/2016,2011.71,2011.71,1979.05,1990.26
733,01/07/2016,1985.32,1985.32,1938.83,1943.09
734,01/08/2016,1945.97,1960.40,1918.46,1922.03
735,01/11/2016,1926.12,1935.65,1901.10,1923.67
736,01/12/2016,1927.83,1947.38,1914.35,1938.68
737,01/13/2016,1940.34,1950.33,1886.41,1890.28
738,01/14/2016,1891.68,1934.47,1878.93,1921.84
739,01/15/2016,1916.68,1916.68,1857.83,1880.33
740,01/19/2016,1888.66,1901.44,1864.60,1881.33
741,01/20/2016,1876.18,1876.18,1812.29,1859.33
742,01/21/2016,1861.46,1889.85,1848.98,1868.99
743,01/22/2016,1877.40,1908.85,1877.40,1906.90
744,01/25/2016,1906.28,1906.28,1875.97,1877.08
745,01/26/2016,1878.79,1906.73,1878.79,1903.63
746,01/27/2016,1902.52,1916.99,1872.70,1882.95
747,01/28/2016,1885.22,1902.96,1873.65,1893.36
748,01/29/2016,1894.00,1940.24,1894.00,1940.24
749,02/01/2016,1936.94,1947.20,1920.30,1939.38
750,02/02/2016,1935.26,1935.26,1897.29,1903.03
751,02/03/2016,1907.07,1918.01,1872.23,1912.53
752,02/04/2016,1911.67,1927.35,1900.52,1915.45
753,02/05/2016,1913.07,1913.07,1872.65,1880.05
754,02/08/2016,1873.25,1873.25,1828.46,1853.44
755,02/09/2016,1848.46,1868.25,1834.94,1852.21
756,02/10/2016,1857.10,1881.60,1850.32,1851.86
757,02/11/2016,1847.00,1847.00,1810.10,1829.08
758,02/12/2016,1833.40,1864.78,1833.40,1864.78
759,02/16/2016,1871.44,1895.77,1871.44,1895.58
760,02/17/2016,1898.80,1930.68,1898.80,1926.82
761,02/18/2016,1927.57,1930.00,1915.09,1917.83
762,02/19/2016,1916.74,1918.78,1902.17,1917.78
763,02/22/2016,1924.44,1946.70,1924.44,1945.50
764,02/23/2016,1942.38,1942.38,1919.44,1921.27
765,02/24/2016,1917.56,1932.08,1891.00,1929.80
766,02/25/2016,1931.87,1951.83,1925.41,1951.70
767,02/26/2016,1954.95,1962.96,1945.78,1948.05
768,02/29/2016,1947.13,1958.27,1931.81,1932.23
769,03/01/2016,1937.09,1978.35,1937.09,1978.35
770,03/02/2016,1976.60,1986.51,1968.80,1986.45
771,03/03/2016,1985.60,1993.69,1977.37,1993.40
772,03/04/2016,1994.01,2009.13,1986.77,1999.99
773,03/07/2016,1996.11,2006.12,1989.38,2001.76
774,03/08/2016,1996.88,1996.88,1977.43,1979.26
775,03/09/2016,1981.44,1992.69,1979.84,1989.26
776,03/10/2016,1990.97,2005.08,1969.25,1989.57
777,03/11/2016,1994.71,2022.37,1994.71,2022.19
778,03/14/2016,2019.27,2024.57,2012.05,2019.64
779,03/15/2016,2015.27,2015.94,2005.23,2015.93
780,03/16/2016,2014.24,2032.02,2010.04,2027.22
781,03/17/2016,2026.90,2046.24,2022.16,2040.59
782,03/18/2016,2041.16,2052.36,2041.16,2049.58
783,03/21/2016,2047.88,2053.91,2043.14,2051.60
784,03/22/2016,2048.64,2056.60,2040.57,2049.80
785,03/23/2016,2048.55,2048.55,2034.86,2036.71
786,03/24/2016,2032.48,2036.04,2022.49,2035.94
787,03/28/2016,2037.89,2042.67,2031.96,2037.05
788,03/29/2016,2035.75,2055.91,2028.31,2055.01
789,03/30/2016,2058.27,2072.21,2058.27,2063.95
790,03/31/2016,2063.77,2067.92,2057.46,2059.74
791,04/01/2016,2056.62,2075.07,2043.98,2072.78
792,04/04/2016,2073.19,2074.02,2062.57,2066.13
793,04/05/2016,2062.50,2062.50,2042.56,2045.17
794,04/06/2016,2045.56,2067.33,2043.09,2066.66
795,04/07/2016,2063.01,2063.01,2033.80,2041.91
796,04/08/2016,2045.54,2060.63,2041.69,2047.60
797,04/11/2016,2050.23,2062.93,2041.88,2041.99
798,04/12/2016,2043.72,2065.05,2039.74,2061.72
799,04/13/2016,2065.92,2083.18,2065.92,2082.42
800,04/14/2016,2082.89,2087.84,2078.13,2082.78
801,04/15/2016,2083.10,2083.22,2076.31,2080.73
802,04/18/2016,2078.83,2094.66,2073.65,2094.34
803,04/19/2016,2096.05,2104.05,2091.68,2100.80
804,04/20/2016,2101.52,2111.05,2096.32,2102.40
805,04/21/2016,2102.09,2103.78,2088.52,2091.48
806,04/22/2016,2091.49,2094.32,2081.20,2091.58
807,04/25/2016,2089.37,2089.37,2077.52,2087.79
808,04/26/2016,2089.84,2096.87,2085.80,2091.70
809,04/27/2016,2092.33,2099.89,2082.31,2095.15
810,04/28/2016,2090.93,2099.30,2071.62,2075.81
811,04/29/2016,2071.82,2073.85,2052.28,2065.30
812,05/02/2016,2067.17,2083.42,2066.11,2081.43
813,05/03/2016,2077.18,2077.18,2054.89,2063.37
814,05/04/2016,2060.30,2060.30,2045.55,2051.12
815,05/05/2016,2052.95,2060.23,2045.77,2050.63
816,05/06/2016,2047.77,2057.72,2039.45,2057.14
817,05/09/2016,2057.55,2064.15,2054.31,2058.69
818,05/10/2016,2062.63,2084.87,2062.63,2084.39
819,05/11/2016,2083.29,2083.29,2064.46,2064.46
820,05/12/2016,2067.17,2073.99,2053.13,2064.11
821,05/13/2016,2062.50,2066.79,2043.13,2046.61
822,05/16/2016,2046.53,2071.88,2046.53,2066.66
823,05/17/2016,2065.04,2065.69,2040.82,2047.21
824,05/18/2016,2044.38,2060.61,2034.49,2047.63
825,05/19/2016,2044.21,2044.21,2025.91,2040.04
826,05/20/2016,2041.88,2058.35,2041.88,2052.32
827,05/23/2016,2052.23,2055.58,2047.26,2048.04
828,05/24/2016,2052.65,2079.67,2052.65,2076.06
829,05/25/2016,2078.93,2094.73,2078.93,2090.54
830,05/26/2016,2091.44,2094.30,2087.08,2090.10
831,05/27/2016,2090.06,2099.06,2090.06,2099.06
832,05/31/2016,2100.13,2103.48,2088.66,2096.96
833,06/01/2016,2093.94,2100.97,2085.10,2099.33
834,06/02/2016,2097.71,2105.26,2088.59,2105.26
835,06/03/2016,2104.07,2104.07,2085.36,2099.13
836,06/06/2016,2100.83,2113.36,2100.83,2109.41
837,06/07/2016,2110.18,2119.22,2110.18,2112.13
838,06/08/2016,2112.71,2120.55,2112.71,2119.12
839,06/09/2016,2115.65,2117.64,2107.73,2115.48
840,06/10/2016,2109.57,2109.57,2089.96,2096.07
841,06/13/2016,2091.75,2098.12,2078.46,2079.06
842,06/14/2016,2076.65,2081.30,2064.10,2075.32
